Reward,Got Flag
1472.0,False
661.0,False
1471.0,False
684.0,False
677.0,False
1482.0,False
1452.0,False
2067.0,False
1070.0,False
655.0,False
1056.0,False
2486.0,False
658.0,False
1953.0,False
670.0,False
1061.0,False
659.0,False
1445.0,False
656.0,False
1064.0,False
